Name,Accuracy,Loss
model--1610719647 ,1610720021,0.91,0.07034794986248016
model--1610719647 ,1610720021,0.89,0.08896726369857788
model--1610719647 ,1610720021,0.89,0.09857110679149628
model--1610719647 ,1610720021,0.94,0.04937354847788811
model--1610719647 ,1610720021,0.93,0.06971659511327744
model--1610719647 ,1610720021,0.88,0.08239531517028809
model--1610719647 ,1610720021,0.9,0.06162784621119499
model--1610719647 ,1610720021,0.87,0.09799454361200333
model--1610719647 ,1610720021,0.87,0.09247080236673355
model--1610719647 ,1610720021,0.91,0.08428280800580978
model--1610719647 ,1610720021,0.9,0.09021356701850891
model--1610719647 ,1610720021,0.92,0.06747850030660629
model--1610719647 ,1610720021,0.9,0.08091333508491516
model--1610719647 ,1610720021,0.92,0.08349820971488953
model--1610719647 ,1610720022,0.96,0.03246420621871948
model--1610719647 ,1610720022,0.88,0.10737393796443939
model--1610719647 ,1610720022,0.92,0.05720852315425873
model--1610719647 ,1610720022,0.95,0.0429927259683609
model--1610719647 ,1610720022,0.91,0.06268101185560226
model--1610719647 ,1610720022,0.93,0.069465272128582
model--1610719647 ,1610720022,0.87,0.10358928143978119
model--1610719647 ,1610720022,0.87,0.07815251499414444
model--1610719647 ,1610720022,0.88,0.10687688738107681
model--1610719647 ,1610720022,0.91,0.059097785502672195
model--1610719647 ,1610720022,0.85,0.11198797076940536
model--1610719647 ,1610720022,0.94,0.05534275248646736
model--1610719647 ,1610720022,0.93,0.06284841150045395
model--1610719647 ,1610720022,0.93,0.047491349279880524
model--1610719647 ,1610720022,0.94,0.05208302289247513
model--1610719647 ,1610720022,0.92,0.0560639426112175
model--1610719647 ,1610720022,0.92,0.056521959602832794
model--1610719647 ,1610720022,0.91,0.07664723694324493
model--1610719647 ,1610720022,0.93,0.05783650279045105
model--1610719647 ,1610720023,0.91,0.06174860894680023
model--1610719647 ,1610720023,0.94,0.05939821898937225
model--1610719647 ,1610720023,0.9,0.06924358010292053
model--1610719647 ,1610720023,0.93,0.06199195608496666
model--1610719647 ,1610720023,0.94,0.05038018152117729
model--1610719647 ,1610720023,0.91,0.0741722360253334
model--1610719647 ,1610720023,0.88,0.08898922801017761
model--1610719647 ,1610720023,0.9,0.0820833072066307
model--1610719647 ,1610720023,0.92,0.07387705147266388
model--1610719647 ,1610720023,0.85,0.12205301225185394
model--1610719647 ,1610720023,0.93,0.06405862420797348
model--1610719647 ,1610720023,0.94,0.05513603985309601
model--1610719647 ,1610720023,0.91,0.06722429394721985
model--1610719647 ,1610720023,0.91,0.08117394894361496
model--1610719647 ,1610720023,0.93,0.05427858233451843
model--1610719647 ,1610720023,0.94,0.0623098723590374
model--1610719647 ,1610720023,0.88,0.09566381573677063
model--1610719647 ,1610720023,0.93,0.06139318272471428
model--1610719647 ,1610720023,0.91,0.07762455940246582
model--1610719647 ,1610720024,0.89,0.07973115891218185
model--1610719647 ,1610720024,0.96,0.04193076863884926
model--1610719647 ,1610720024,0.91,0.09052638709545135
model--1610719647 ,1610720024,0.87,0.09749948233366013
model--1610719647 ,1610720024,0.89,0.10185586661100388
model--1610719647 ,1610720024,0.83,0.1292099505662918
model--1610719647 ,1610720024,0.9,0.08615340292453766
model--1610719647 ,1610720024,0.91,0.06395883113145828
model--1610719647 ,1610720024,0.94,0.060055434703826904
model--1610719647 ,1610720024,0.9,0.0838937759399414
model--1610719647 ,1610720024,0.89,0.07935798168182373
model--1610719647 ,1610720024,0.93,0.06639794260263443
model--1610719647 ,1610720024,0.89,0.09097638726234436
model--1610719647 ,1610720024,0.92,0.07155551016330719
model--1610719647 ,1610720024,0.9,0.08414910733699799
model--1610719647 ,1610720024,0.92,0.06060606241226196
model--1610719647 ,1610720024,0.84,0.09128765016794205
model--1610719647 ,1610720024,0.91,0.07443569600582123
model--1610719647 ,1610720024,0.88,0.10686518251895905
model--1610719647 ,1610720024,0.91,0.04936467111110687
model--1610719647 ,1610720025,0.84,0.09897467494010925
model--1610719647 ,1610720025,0.84,0.1310090571641922
model--1610719647 ,1610720025,0.85,0.10325837135314941
model--1610719647 ,1610720025,0.88,0.07528870552778244
model--1610719647 ,1610720025,0.85,0.09757090359926224
model--1610719647 ,1610720025,0.85,0.12422184646129608
model--1610719647 ,1610720025,0.84,0.12376018613576889
model--1610719647 ,1610720025,0.93,0.06042228639125824
model--1610719647 ,1610720025,0.89,0.08850863575935364
model--1610719647 ,1610720025,0.85,0.1211315244436264
model--1610719647 ,1610720025,0.91,0.07416343688964844
model--1610719647 ,1610720025,0.88,0.0942578986287117
model--1610719647 ,1610720025,0.89,0.08779918402433395
model--1610719647 ,1610720025,0.93,0.07986593246459961
model--1610719647 ,1610720025,0.92,0.08148841559886932
model--1610719647 ,1610720025,0.84,0.1102253869175911
model--1610719647 ,1610720025,0.9,0.07110007852315903
model--1610719647 ,1610720025,0.87,0.11571510881185532
model--1610719647 ,1610720025,0.87,0.09054742008447647
model--1610719647 ,1610720025,0.88,0.09591870754957199
model--1610719647 ,1610720026,0.89,0.09071218222379684
model--1610719647 ,1610720026,0.88,0.09747760742902756
model--1610719647 ,1610720026,0.85,0.10912361741065979
model--1610719647 ,1610720026,0.86,0.11546783149242401
model--1610719647 ,1610720026,0.88,0.08366285264492035
model--1610719647 ,1610720026,0.85,0.10828231275081635
model--1610719647 ,1610720026,0.88,0.09195705503225327
model--1610719647 ,1610720026,0.85,0.13036823272705078
model--1610719647 ,1610720026,0.8,0.15269334614276886
model--1610719647 ,1610720026,0.85,0.1311035454273224
model--1610719647 ,1610720026,0.83,0.12854234874248505
model--1610719647 ,1610720026,0.82,0.1267794966697693
model--1610719647 ,1610720026,0.84,0.09920663386583328
model--1610719647 ,1610720026,0.87,0.10611095279455185
model--1610719647 ,1610720026,0.86,0.10433273762464523
model--1610719647 ,1610720026,0.89,0.08898609131574631
model--1610719647 ,1610720026,0.83,0.1101456880569458
model--1610719647 ,1610720026,0.87,0.08697298169136047
model--1610719647 ,1610720026,0.91,0.05574040114879608
model--1610719647 ,1610720027,0.89,0.08094996958971024
model--1610719647 ,1610720027,0.81,0.1356712132692337
model--1610719647 ,1610720027,0.86,0.10159628838300705
model--1610719647 ,1610720027,0.93,0.05547884851694107
model--1610719647 ,1610720027,0.89,0.10112214088439941
model--1610719647 ,1610720027,0.91,0.08469491451978683
model--1610719647 ,1610720027,0.85,0.08640675991773605
model--1610719647 ,1610720027,0.83,0.10557277500629425
model--1610719647 ,1610720027,0.88,0.0924685075879097
model--1610719647 ,1610720027,0.94,0.05342220142483711
model--1610719647 ,1610720027,0.88,0.08373338729143143
model--1610719647 ,1610720027,0.86,0.09764789044857025
model--1610719647 ,1610720027,0.89,0.09067720174789429
model--1610719647 ,1610720027,0.85,0.09970992803573608
model--1610719647 ,1610720027,0.89,0.07762143760919571
model--1610719647 ,1610720027,0.84,0.12719964981079102
model--1610719647 ,1610720027,0.87,0.08778306841850281
model--1610719647 ,1610720027,0.85,0.12037678807973862
model--1610719647 ,1610720027,0.87,0.08707595616579056
model--1610719647 ,1610720027,0.88,0.09422207623720169
model--1610719647 ,1610720028,0.84,0.10529808700084686
model--1610719647 ,1610720028,0.87,0.10123639553785324
model--1610719647 ,1610720028,0.86,0.10149872303009033
model--1610719647 ,1610720028,0.81,0.12911690771579742
model--1610719647 ,1610720028,0.85,0.11434642225503922
model--1610719647 ,1610720028,0.87,0.09079231321811676
model--1610719647 ,1610720028,0.82,0.12401854991912842
model--1610719647 ,1610720028,0.85,0.1121264323592186
model--1610719647 ,1610720028,0.77,0.18493960797786713
model--1610719647 ,1610720028,0.8,0.13586540520191193
model--1610719647 ,1610720028,0.71,0.1914052516222
model--1610719647 ,1610720028,0.78,0.14576826989650726
model--1610719647 ,1610720028,0.78,0.15343639254570007
model--1610719647 ,1610720028,0.82,0.1367713063955307
model--1610719647 ,1610720028,0.88,0.07799389958381653
model--1610719647 ,1610720028,0.78,0.14344684779644012
model--1610719647 ,1610720028,0.87,0.09746093302965164
model--1610719647 ,1610720028,0.75,0.1560133397579193
model--1610719647 ,1610720028,0.88,0.09877419471740723
model--1610719647 ,1610720029,0.83,0.1178000196814537
model--1610719647 ,1610720029,0.81,0.12742793560028076
model--1610719647 ,1610720029,0.83,0.1044335886836052
model--1610719647 ,1610720029,0.81,0.11175958067178726
model--1610719647 ,1610720029,0.88,0.11102664470672607
model--1610719647 ,1610720029,0.84,0.10563382506370544
model--1610719647 ,1610720029,0.91,0.08409769088029861
model--1610719647 ,1610720029,0.94,0.07091288268566132
model--1610719647 ,1610720029,0.85,0.12600097060203552
model--1610719647 ,1610720029,0.88,0.09339268505573273
model--1610719647 ,1610720029,0.88,0.07227709889411926
model--1610719647 ,1610720029,0.87,0.0985429584980011
model--1610719647 ,1610720029,0.85,0.10572627186775208
model--1610719647 ,1610720029,0.9259259259259259,0.06530047208070755
model--1610719647 ,1610720029,0.84,0.11154872924089432
model--1610719647 ,1610720029,0.85,0.08992399275302887
model--1610719647 ,1610720029,0.83,0.1276785284280777
model--1610719647 ,1610720029,0.88,0.08764355629682541
model--1610719647 ,1610720029,0.83,0.12492427229881287
model--1610719647 ,1610720029,0.81,0.13382573425769806
model--1610719647 ,1610720030,0.89,0.08585081249475479
model--1610719647 ,1610720030,0.85,0.11419808864593506
model--1610719647 ,1610720030,0.84,0.11642838269472122
model--1610719647 ,1610720030,0.92,0.08038755506277084
model--1610719647 ,1610720030,0.85,0.09661740809679031
model--1610719647 ,1610720030,0.84,0.10914690792560577
model--1610719647 ,1610720030,0.87,0.10875274240970612
model--1610719647 ,1610720030,0.83,0.1207236722111702
model--1610719647 ,1610720030,0.91,0.07925116270780563
model--1610719647 ,1610720030,0.88,0.09997522085905075
model--1610719647 ,1610720030,0.89,0.06554167717695236
model--1610719647 ,1610720030,0.93,0.06993865966796875
model--1610719647 ,1610720030,0.86,0.11003583669662476
model--1610719647 ,1610720030,0.85,0.09518834203481674
model--1610719647 ,1610720030,0.88,0.09946395456790924
model--1610719647 ,1610720030,0.86,0.1026272401213646
model--1610719647 ,1610720030,0.8,0.1295643448829651
model--1610719647 ,1610720030,0.78,0.14965859055519104
model--1610719647 ,1610720030,0.92,0.07826287299394608
model--1610719647 ,1610720031,0.93,0.06308596581220627
model--1610719647 ,1610720031,0.87,0.10590934753417969
model--1610719647 ,1610720031,0.93,0.06050347164273262
model--1610719647 ,1610720031,0.87,0.111411452293396
model--1610719647 ,1610720031,0.87,0.10803021490573883
model--1610719647 ,1610720031,0.93,0.0667794868350029
model--1610719647 ,1610720031,0.9,0.08348630368709564
model--1610719647 ,1610720031,0.93,0.0783243328332901
model--1610719647 ,1610720031,0.86,0.09851551055908203
model--1610719647 ,1610720031,0.91,0.0811503455042839
model--1610719647 ,1610720031,0.9,0.07454262673854828
model--1610719647 ,1610720031,0.9,0.07427794486284256
model--1610719647 ,1610720031,0.85,0.09394457936286926
model--1610719647 ,1610720031,0.91,0.07800247520208359
model--1610719647 ,1610720031,0.87,0.11249716579914093
model--1610719647 ,1610720031,0.93,0.06091862544417381
model--1610719647 ,1610720031,0.88,0.09800391644239426
model--1610719647 ,1610720031,0.88,0.07832243293523788
model--1610719647 ,1610720031,0.83,0.1448768973350525
model--1610719647 ,1610720031,0.89,0.06623362749814987
model--1610719647 ,1610720032,0.9,0.0835818275809288
model--1610719647 ,1610720032,0.85,0.10014215111732483
model--1610719647 ,1610720032,0.9,0.09847413748502731
model--1610719647 ,1610720032,0.89,0.09969993680715561
model--1610719647 ,1610720032,0.93,0.07059618830680847
model--1610719647 ,1610720032,0.86,0.08901190757751465
model--1610719647 ,1610720032,0.92,0.06981564313173294
model--1610719647 ,1610720032,0.89,0.07816137373447418
model--1610719647 ,1610720032,0.9,0.07094457745552063
model--1610719647 ,1610720032,0.91,0.07359287887811661
model--1610719647 ,1610720032,0.88,0.09255748242139816
model--1610719647 ,1610720032,0.84,0.09837427735328674
model--1610719647 ,1610720032,0.83,0.11666585505008698
model--1610719647 ,1610720032,0.87,0.09051240980625153
model--1610719647 ,1610720032,0.87,0.09604016691446304
model--1610719647 ,1610720032,0.9,0.07342246174812317
model--1610719647 ,1610720032,0.92,0.06329316645860672
model--1610719647 ,1610720032,0.92,0.07198956608772278
model--1610719647 ,1610720032,0.91,0.08071337640285492
model--1610719647 ,1610720033,0.98,0.027782287448644638
model--1610719647 ,1610720033,0.9,0.08946296572685242
model--1610719647 ,1610720033,0.91,0.07172500342130661
model--1610719647 ,1610720033,0.92,0.056134264916181564
model--1610719647 ,1610720033,0.9,0.08572603017091751
model--1610719647 ,1610720033,0.93,0.07426678389310837
model--1610719647 ,1610720033,0.89,0.08167795836925507
model--1610719647 ,1610720033,0.88,0.09046994894742966
model--1610719647 ,1610720033,0.88,0.07528269290924072
model--1610719647 ,1610720033,0.88,0.08275232464075089
model--1610719647 ,1610720033,0.92,0.07623481750488281
model--1610719647 ,1610720033,0.96,0.033410586416721344
model--1610719647 ,1610720033,0.87,0.09396261721849442
model--1610719647 ,1610720033,0.9,0.06363918632268906
model--1610719647 ,1610720033,0.94,0.047181032598018646
model--1610719647 ,1610720033,0.89,0.07923685014247894
model--1610719647 ,1610720033,0.9,0.06965317577123642
model--1610719647 ,1610720033,0.86,0.10316978394985199
model--1610719647 ,1610720033,0.9,0.0738200768828392
model--1610719647 ,1610720034,0.9,0.08768035471439362
model--1610719647 ,1610720034,0.94,0.04602441191673279
model--1610719647 ,1610720034,0.86,0.08800746500492096
model--1610719647 ,1610720034,0.95,0.044466257095336914
model--1610719647 ,1610720034,0.95,0.05214996263384819
model--1610719647 ,1610720034,0.96,0.03912441059947014
model--1610719647 ,1610720034,0.92,0.05500136688351631
model--1610719647 ,1610720034,0.93,0.05234881862998009
model--1610719647 ,1610720034,0.94,0.05657925456762314
model--1610719647 ,1610720034,0.93,0.06415799260139465
model--1610719647 ,1610720034,0.94,0.06199585646390915
model--1610719647 ,1610720034,0.93,0.04943137988448143
model--1610719647 ,1610720034,0.94,0.055195387452840805
model--1610719647 ,1610720034,0.93,0.0546201653778553
model--1610719647 ,1610720034,0.92,0.057888735085725784
model--1610719647 ,1610720034,0.92,0.059326548129320145
model--1610719647 ,1610720034,0.89,0.09460718184709549
model--1610719647 ,1610720034,0.89,0.08598434180021286
model--1610719647 ,1610720035,0.88,0.08357032388448715
model--1610719647 ,1610720035,0.9,0.08268963545560837
model--1610719647 ,1610720035,0.79,0.14684414863586426
model--1610719647 ,1610720035,0.9,0.06897628307342529
model--1610719647 ,1610720035,0.93,0.06604500859975815
model--1610719647 ,1610720035,0.95,0.048315633088350296
model--1610719647 ,1610720035,0.91,0.07251214236021042
model--1610719647 ,1610720035,0.95,0.047839753329753876
model--1610719647 ,1610720035,0.9,0.08032653480768204
model--1610719647 ,1610720035,0.86,0.10170337557792664
model--1610719647 ,1610720035,0.92,0.06336261332035065
model--1610719647 ,1610720035,0.92,0.08170421421527863
model--1610719647 ,1610720035,0.92,0.07424811273813248
model--1610719647 ,1610720035,0.97,0.04037821292877197
model--1610719647 ,1610720035,0.91,0.07927249372005463
model--1610719647 ,1610720035,0.92,0.07931281626224518
model--1610719647 ,1610720035,0.92,0.07934317737817764
model--1610719647 ,1610720035,0.86,0.11519616842269897
model--1610719647 ,1610720035,0.91,0.08081667870283127
model--1610719647 ,1610720036,0.93,0.05977201461791992
model--1610719647 ,1610720036,0.95,0.05317213013768196
model--1610719647 ,1610720036,0.91,0.08060643821954727
model--1610719647 ,1610720036,0.92,0.06588267534971237
model--1610719647 ,1610720036,0.91,0.06988933682441711
model--1610719647 ,1610720036,0.91,0.06316527724266052
model--1610719647 ,1610720036,0.93,0.06643886119127274
model--1610719647 ,1610720036,0.91,0.07695583999156952
model--1610719647 ,1610720036,0.93,0.06314551085233688
model--1610719647 ,1610720036,0.89,0.07823604345321655
model--1610719647 ,1610720036,0.89,0.07666977494955063
model--1610719647 ,1610720036,0.88,0.10654304176568985
model--1610719647 ,1610720036,0.98,0.03991201892495155
model--1610719647 ,1610720036,0.87,0.08218629658222198
model--1610719647 ,1610720036,0.87,0.11368480324745178
model--1610719647 ,1610720036,0.84,0.1190859004855156
model--1610719647 ,1610720036,0.92,0.05975480005145073
model--1610719647 ,1610720036,0.92,0.08188647776842117
model--1610719647 ,1610720036,0.87,0.10455571860074997
model--1610719647 ,1610720036,0.78,0.13873352110385895
model--1610719647 ,1610720037,0.93,0.06418118625879288
model--1610719647 ,1610720037,0.87,0.10130605101585388
model--1610719647 ,1610720037,0.88,0.09330359846353531
model--1610719647 ,1610720037,0.92,0.06708277761936188
model--1610719647 ,1610720037,0.9,0.0879502147436142
model--1610719647 ,1610720037,0.87,0.08703648298978806
model--1610719647 ,1610720037,0.89,0.09197742491960526
model--1610719647 ,1610720037,0.9,0.0673280730843544
model--1610719647 ,1610720037,0.85,0.08986780047416687
model--1610719647 ,1610720037,0.89,0.07449020445346832
model--1610719647 ,1610720037,0.9,0.10103362053632736
model--1610719647 ,1610720037,0.91,0.07928475737571716
model--1610719647 ,1610720037,0.89,0.08212513476610184
model--1610719647 ,1610720037,0.92,0.0708564966917038
model--1610719647 ,1610720037,0.92,0.08282675594091415
model--1610719647 ,1610720037,0.82,0.12365612387657166
model--1610719647 ,1610720037,0.85,0.10847137868404388
model--1610719647 ,1610720037,0.91,0.07656358182430267
model--1610719647 ,1610720037,0.86,0.10481798648834229
model--1610719647 ,1610720038,0.9,0.07184819877147675
model--1610719647 ,1610720038,0.88,0.10203544050455093
model--1610719647 ,1610720038,0.82,0.14205069839954376
model--1610719647 ,1610720038,0.82,0.13045291602611542
model--1610719647 ,1610720038,0.86,0.09840116649866104
model--1610719647 ,1610720038,0.84,0.1282752901315689
model--1610719647 ,1610720038,0.85,0.09744653850793839
model--1610719647 ,1610720038,0.88,0.08505546301603317
model--1610719647 ,1610720038,0.9,0.08979767560958862
model--1610719647 ,1610720038,0.92,0.0882219448685646
model--1610719647 ,1610720038,0.82,0.1203785166144371
model--1610719647 ,1610720038,0.84,0.09570169448852539
model--1610719647 ,1610720038,0.92,0.053785741329193115
model--1610719647 ,1610720038,0.89,0.09084586054086685
model--1610719647 ,1610720038,0.81,0.12150877714157104
model--1610719647 ,1610720038,0.88,0.11274472624063492
model--1610719647 ,1610720038,0.91,0.07000905275344849
model--1610719647 ,1610720038,0.86,0.12077357620000839
model--1610719647 ,1610720039,0.88,0.09156938642263412
model--1610719647 ,1610720039,0.91,0.07136423140764236
model--1610719647 ,1610720039,0.93,0.05687130615115166
model--1610719647 ,1610720039,0.9,0.08241874724626541
model--1610719647 ,1610720039,0.86,0.08204936981201172
model--1610719647 ,1610720039,0.82,0.13673654198646545
model--1610719647 ,1610720039,0.82,0.11439177393913269
model--1610719647 ,1610720039,0.8,0.12654273211956024
model--1610719647 ,1610720039,0.91,0.06735506653785706
model--1610719647 ,1610720039,0.93,0.06594748049974442
model--1610719647 ,1610720039,0.82,0.15240690112113953
model--1610719647 ,1610720039,0.79,0.12743844091892242
model--1610719647 ,1610720039,0.75,0.18043193221092224
model--1610719647 ,1610720039,0.8,0.12193445861339569
model--1610719647 ,1610720039,0.84,0.10250484198331833
model--1610719647 ,1610720039,0.83,0.1109517440199852
model--1610719647 ,1610720039,0.88,0.09572019428014755
model--1610719647 ,1610720039,0.82,0.14511056244373322
model--1610719647 ,1610720039,0.74,0.1822550892829895
model--1610719647 ,1610720040,0.81,0.1449238508939743
model--1610719647 ,1610720040,0.83,0.12235242873430252
model--1610719647 ,1610720040,0.87,0.09895536303520203
model--1610719647 ,1610720040,0.87,0.08827591687440872
model--1610719647 ,1610720040,0.81,0.13415071368217468
model--1610719647 ,1610720040,0.86,0.1153256744146347
model--1610719647 ,1610720040,0.78,0.1527109146118164
model--1610719647 ,1610720040,0.78,0.1579706370830536
model--1610719647 ,1610720040,0.8,0.13132943212985992
model--1610719647 ,1610720040,0.84,0.13616357743740082
model--1610719647 ,1610720040,0.83,0.09152379631996155
model--1610719647 ,1610720040,0.84,0.12177158147096634
model--1610719647 ,1610720040,0.88,0.0835910513997078
model--1610719647 ,1610720040,0.88,0.09689613431692123
model--1610719647 ,1610720040,0.88,0.08737953007221222
model--1610719647 ,1610720040,0.81,0.12091338634490967
model--1610719647 ,1610720040,0.89,0.10621058195829391
model--1610719647 ,1610720040,0.87,0.09557049721479416
model--1610719647 ,1610720040,0.85,0.09667104482650757
model--1610719647 ,1610720041,0.81,0.11835906654596329
model--1610719647 ,1610720041,0.85,0.10186833143234253
model--1610719647 ,1610720041,0.9,0.09296741336584091
model--1610719647 ,1610720041,0.88,0.0826992616057396
model--1610719647 ,1610720041,0.85,0.11789672821760178
model--1610719647 ,1610720041,0.9,0.08211702108383179
model--1610719647 ,1610720041,0.92,0.0702684298157692
model--1610719647 ,1610720041,0.89,0.0992303267121315
model--1610719647 ,1610720041,0.85,0.09826429188251495
model--1610719647 ,1610720041,0.9444444444444444,0.060494087636470795
model--1610719647 ,1610720041,0.82,0.11641279608011246
model--1610719647 ,1610720041,0.91,0.07270544022321701
model--1610719647 ,1610720041,0.82,0.11921475827693939
model--1610719647 ,1610720041,0.89,0.07804539799690247
model--1610719647 ,1610720041,0.83,0.11712419241666794
model--1610719647 ,1610720041,0.87,0.1008407399058342
model--1610719647 ,1610720041,0.89,0.07811354845762253
model--1610719647 ,1610720041,0.84,0.11839570850133896
model--1610719647 ,1610720041,0.85,0.12405070662498474
model--1610719647 ,1610720041,0.89,0.08350283652544022
model--1610719647 ,1610720042,0.88,0.09407773613929749
model--1610719647 ,1610720042,0.93,0.07384093105792999
model--1610719647 ,1610720042,0.86,0.11130479723215103
model--1610719647 ,1610720042,0.87,0.09593760222196579
model--1610719647 ,1610720042,0.94,0.05759280174970627
model--1610719647 ,1610720042,0.86,0.1018948182463646
model--1610719647 ,1610720042,0.9,0.05885402113199234
model--1610719647 ,1610720042,0.93,0.06528540700674057
model--1610719647 ,1610720042,0.89,0.0862521380186081
model--1610719647 ,1610720042,0.91,0.07417473196983337
model--1610719647 ,1610720042,0.87,0.11050725728273392
model--1610719647 ,1610720042,0.87,0.09656725078821182
model--1610719647 ,1610720042,0.88,0.09471974521875381
model--1610719647 ,1610720042,0.83,0.12055732309818268
model--1610719647 ,1610720042,0.91,0.08123689144849777
model--1610719647 ,1610720042,0.95,0.04209771007299423
model--1610719647 ,1610720042,0.91,0.07923856377601624
model--1610719647 ,1610720042,0.94,0.05110543221235275
model--1610719647 ,1610720042,0.86,0.10795903205871582
model--1610719647 ,1610720043,0.88,0.10048013180494308
model--1610719647 ,1610720043,0.94,0.0618956983089447
model--1610719647 ,1610720043,0.91,0.07425335794687271
model--1610719647 ,1610720043,0.91,0.07524503022432327
model--1610719647 ,1610720043,0.87,0.0972210019826889
model--1610719647 ,1610720043,0.89,0.06244467943906784
model--1610719647 ,1610720043,0.92,0.06527352333068848
model--1610719647 ,1610720043,0.92,0.055799201130867004
model--1610719647 ,1610720043,0.87,0.09243590384721756
model--1610719647 ,1610720043,0.93,0.0739780142903328
model--1610719647 ,1610720043,0.87,0.08330488204956055
model--1610719647 ,1610720043,0.93,0.047413185238838196
model--1610719647 ,1610720043,0.9,0.07144318521022797
model--1610719647 ,1610720043,0.87,0.09344152361154556
model--1610719647 ,1610720043,0.87,0.12058631330728531
model--1610719647 ,1610720043,0.94,0.055233199149370193
model--1610719647 ,1610720043,0.93,0.055185094475746155
model--1610719647 ,1610720043,0.88,0.08694018423557281
model--1610719647 ,1610720043,0.92,0.08793042600154877
model--1610719647 ,1610720044,0.91,0.08337680995464325
model--1610719647 ,1610720044,0.89,0.08245775103569031
model--1610719647 ,1610720044,0.89,0.074144147336483
model--1610719647 ,1610720044,0.94,0.05807036906480789
model--1610719647 ,1610720044,0.94,0.0590197928249836
model--1610719647 ,1610720044,0.96,0.046759385615587234
model--1610719647 ,1610720044,0.94,0.053867243230342865
model--1610719647 ,1610720044,0.92,0.07677721232175827
model--1610719647 ,1610720044,0.91,0.07377152889966965
model--1610719647 ,1610720044,0.87,0.10300154238939285
model--1610719647 ,1610720044,0.86,0.08404596894979477
model--1610719647 ,1610720044,0.89,0.07959961891174316
model--1610719647 ,1610720044,0.85,0.08670457452535629
model--1610719647 ,1610720044,0.92,0.058149173855781555
model--1610719647 ,1610720044,0.92,0.06381828337907791
model--1610719647 ,1610720044,0.88,0.09575626254081726
model--1610719647 ,1610720044,0.97,0.030771635472774506
model--1610719647 ,1610720044,0.93,0.05530871823430061
model--1610719647 ,1610720044,0.93,0.06306792795658112
model--1610719647 ,1610720045,0.94,0.048385996371507645
model--1610719647 ,1610720045,0.92,0.07489640265703201
model--1610719647 ,1610720045,0.91,0.06914956867694855
model--1610719647 ,1610720045,0.87,0.07718789577484131
model--1610719647 ,1610720045,0.89,0.08258981257677078
model--1610719647 ,1610720045,0.95,0.04660199210047722
model--1610719647 ,1610720045,0.92,0.07044409960508347
model--1610719647 ,1610720045,0.92,0.07034728676080704
model--1610719647 ,1610720045,0.98,0.019601088017225266
model--1610719647 ,1610720045,0.87,0.09463754296302795
model--1610719647 ,1610720045,0.93,0.05176613852381706
model--1610719647 ,1610720045,0.93,0.05085067078471184
model--1610719647 ,1610720045,0.92,0.07187526673078537
model--1610719647 ,1610720045,0.91,0.06492094695568085
model--1610719647 ,1610720045,0.86,0.09309384226799011
model--1610719647 ,1610720045,0.93,0.05449358746409416
model--1610719647 ,1610720045,0.94,0.0665803775191307
model--1610719647 ,1610720045,0.92,0.05694076418876648
model--1610719647 ,1610720045,0.86,0.09040456265211105
model--1610719647 ,1610720046,0.95,0.03240791708230972
model--1610719647 ,1610720046,0.88,0.07580361515283585
model--1610719647 ,1610720046,0.96,0.03794457018375397
model--1610719647 ,1610720046,0.96,0.040563058108091354
model--1610719647 ,1610720046,0.94,0.05410640686750412
model--1610719647 ,1610720046,0.9,0.06804313510656357
model--1610719647 ,1610720046,0.92,0.059722330421209335
model--1610719647 ,1610720046,0.91,0.07180425524711609
model--1610719647 ,1610720046,0.94,0.04991118237376213
model--1610719647 ,1610720046,0.92,0.06709576398134232
model--1610719647 ,1610720046,0.94,0.05602310970425606
model--1610719647 ,1610720046,0.93,0.044450242072343826
model--1610719647 ,1610720046,0.92,0.04468713700771332
model--1610719647 ,1610720046,0.9,0.06917034834623337
model--1610719647 ,1610720046,0.89,0.08765796571969986
model--1610719647 ,1610720046,0.92,0.06867806613445282
model--1610719647 ,1610720046,0.91,0.06962611526250839
model--1610719647 ,1610720046,0.86,0.10978128015995026
model--1610719647 ,1610720046,0.94,0.0559723936021328
model--1610719647 ,1610720046,0.93,0.05719583481550217
model--1610719647 ,1610720047,0.96,0.03749571368098259
model--1610719647 ,1610720047,0.9,0.08091399818658829
model--1610719647 ,1610720047,0.93,0.06279163807630539
model--1610719647 ,1610720047,0.91,0.0724177286028862
model--1610719647 ,1610720047,0.87,0.09850680828094482
model--1610719647 ,1610720047,0.93,0.06402478367090225
model--1610719647 ,1610720047,0.88,0.09255416691303253
model--1610719647 ,1610720047,0.88,0.0890762135386467
model--1610719647 ,1610720047,0.91,0.07120086997747421
model--1610719647 ,1610720047,0.9,0.07594066113233566
model--1610719647 ,1610720047,0.94,0.057349447160959244
model--1610719647 ,1610720047,0.9,0.0798436626791954
model--1610719647 ,1610720047,0.88,0.10739405453205109
model--1610719647 ,1610720047,0.81,0.11909574270248413
model--1610719647 ,1610720047,0.91,0.06495234370231628
model--1610719647 ,1610720047,0.94,0.06099898740649223
model--1610719647 ,1610720047,0.87,0.09938611835241318
model--1610719647 ,1610720047,0.9,0.08004610985517502
model--1610719647 ,1610720047,0.87,0.08437195420265198
model--1610719647 ,1610720047,0.93,0.05710212513804436
model--1610719647 ,1610720048,0.9,0.08206312358379364
model--1610719647 ,1610720048,0.9,0.07765637338161469
